Link,Thương hiệu,Tên sp,Thông tin,Giá,Tên khách hàng,Rating,Hài lòng,Đánh giá,RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,Công nghệ CPU,Số nhân,Số luồng,Tốc độ CPU,Tốc độ tối đa,NPU,Hiệu năng xử lý AI (TOPS),Màn hình,Độ phân giải,Tần số quét,Độ phủ màu,Công nghệ màn hình,Màn hình cảm ứng,Độ sáng SDR,Card màn hình,Công nghệ âm thanh,DTS,Cổng giao tiếp,Kết nối không dây,Webcam,Đèn bàn phím,Tính năng khác,Tản nhiệt,Khe đọc thẻ nhớ,Kích thước,Chất liệu,Thông tin Pin,Hệ điều hành,Thời điểm ra mắt,Dài(mm),Rộng(mm),Dày(mm),Trọng Lượng(kg)
https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w,Asus,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 7 155H/32GB/1TB/120Hz/Túi/Win11 (PP152W),"Bảo hành pin 1 năm
Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Asus ( 65W ), Túi xách, Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",31690000,Phục,5,1,Laptop đã sử dụng được 2 tuần. Rất tuyệt vời nên sắm 1 cái.các bạn.,32 GB,LPDDR5X (Onboard),4800 MHz,32 GB,1 TB SSD NVMe PCIe Gen 4,Intel Core Ultra 7 Meteor Lake - 155H,16,22,1.4GHz,Turbo Boost 4.8 GHz,Intel AI Boost,Hãng không công bố,"14""",2.8K (2880 x 1800) - OLED 16:10,120Hz,100% DCI-P3,Thời gian phản hồi 0.2 ms,,,Card tích hợp - Intel Arc Graphics,Công nghệ Smart AMP,,Jack tai nghe 3.5 mm,Wi-Fi 6E (802.11ax),Full HD Webcam,Đơn sắc - Màu trắng,Độ bền chuẩn quân đội MIL STD 810H,,,Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.2 kg,Vỏ kim loại - Nhôm,"4-cell Li-ion, 75 Wh",Windows 11 Home SL,2023,312.4,220.1,14.9,1.2
https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w,Asus,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 7 155H/32GB/1TB/120Hz/Túi/Win11 (PP152W),"Bảo hành pin 1 năm
Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Asus ( 65W ), Túi xách, Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",31690000,Anh Phạm Trung Hiếu,5,0,"Nhân viên phục vụ rất nhiệt tình và chu đáo , tỉ mỉ chăm sóc khách hàng, rất vui vẻ và hòa đồng",32 GB,LPDDR5X (Onboard),4800 MHz,32 GB,1 TB SSD NVMe PCIe Gen 4,Intel Core Ultra 7 Meteor Lake - 155H,16,22,1.4GHz,Turbo Boost 4.8 GHz,Intel AI Boost,Hãng không công bố,"14""",2.8K (2880 x 1800) - OLED 16:10,120Hz,100% DCI-P3,Thời gian phản hồi 0.2 ms,,,Card tích hợp - Intel Arc Graphics,Công nghệ Smart AMP,,Jack tai nghe 3.5 mm,Wi-Fi 6E (802.11ax),Full HD Webcam,Đơn sắc - Màu trắng,Độ bền chuẩn quân đội MIL STD 810H,,,Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.2 kg,Vỏ kim loại - Nhôm,"4-cell Li-ion, 75 Wh",Windows 11 Home SL,2023,312.4,220.1,14.9,1.2
https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w,Asus,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 7 155H/32GB/1TB/120Hz/Túi/Win11 (PP152W),"Bảo hành pin 1 năm
Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Asus ( 65W ), Túi xách, Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",31690000,Nguyễn Xuân Quang,5,1,"Máy đẹp, cấu hình Build quá đỉnh, sản phẩm nhẹ và đã trải nghiệm",32 GB,LPDDR5X (Onboard),4800 MHz,32 GB,1 TB SSD NVMe PCIe Gen 4,Intel Core Ultra 7 Meteor Lake - 155H,16,22,1.4GHz,Turbo Boost 4.8 GHz,Intel AI Boost,Hãng không công bố,"14""",2.8K (2880 x 1800) - OLED 16:10,120Hz,100% DCI-P3,Thời gian phản hồi 0.2 ms,,,Card tích hợp - Intel Arc Graphics,Công nghệ Smart AMP,,Jack tai nghe 3.5 mm,Wi-Fi 6E (802.11ax),Full HD Webcam,Đơn sắc - Màu trắng,Độ bền chuẩn quân đội MIL STD 810H,,,Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.2 kg,Vỏ kim loại - Nhôm,"4-cell Li-ion, 75 Wh",Windows 11 Home SL,2023,312.4,220.1,14.9,1.2
https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w,Asus,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 7 155H/32GB/1TB/120Hz/Túi/Win11 (PP152W),"Bảo hành pin 1 năm
Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Asus ( 65W ), Túi xách, Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",31690000,Dien Nguyen,5,0,"Laptop xịn, mỏng, nhẹ, build tốt, đẹp đẽ phù hợp với giới văn phòng. Chip xử lý AL công nghệ mới mạnh mẽ. Máy có kích thước nhỏ gọn, trọng lượng nhẹ nhưng lại sở hữu hiệu năng mạnh mẽ, màn hình OLED rực rỡ và đầy đủ cổng kết nối",32 GB,LPDDR5X (Onboard),4800 MHz,32 GB,1 TB SSD NVMe PCIe Gen 4,Intel Core Ultra 7 Meteor Lake - 155H,16,22,1.4GHz,Turbo Boost 4.8 GHz,Intel AI Boost,Hãng không công bố,"14""",2.8K (2880 x 1800) - OLED 16:10,120Hz,100% DCI-P3,Thời gian phản hồi 0.2 ms,,,Card tích hợp - Intel Arc Graphics,Công nghệ Smart AMP,,Jack tai nghe 3.5 mm,Wi-Fi 6E (802.11ax),Full HD Webcam,Đơn sắc - Màu trắng,Độ bền chuẩn quân đội MIL STD 810H,,,Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.2 kg,Vỏ kim loại - Nhôm,"4-cell Li-ion, 75 Wh",Windows 11 Home SL,2023,312.4,220.1,14.9,1.2
https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w,Asus,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 9 185H/32GB/1TB/120Hz/Túi/Win11 (PP475W),"Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Asus ( 65W ), Thùng máy, Túi xách
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",32290000,Trang Duy Tường,5,0,"Màn hình đẹp, hiệu năng tốt",32 GB,LPDDR5X (Onboard),4800 MHz,Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,Intel Core Ultra 9 Meteor Lake - 185H,16,22,Hãng không công bố,Turbo Boost 5.1 GHz,Intel AI Boost,Hãng không công bố,"14""",2.8K (2880 x 1800) - OLED 16:10,120Hz,100% DCI-P3,Thời gian phản hồi 0.2 ms,,,Card tích hợp - Intel Arc Graphics,Công nghệ Smart AMP,,Jack tai nghe 3.5 mm,Wi-Fi 6E (802.11ax),Full HD Webcam,Đơn sắc - Màu trắng,Độ bền chuẩn quân đội MIL STD 810H,,,Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.2 kg,Vỏ kim loại - Nhôm,"4-cell Li-ion, 75 Wh",Windows 11 Home SL,2024,312.4,220.1,14.9,1.2
https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-9-pp475w,Asus,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 9 185H/32GB/1TB/120Hz/Túi/Win11 (PP475W),"Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Asus ( 65W ), Thùng máy, Túi xách
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 2 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",32290000,Nguyen Do Tan Khoa,1,1,"Máy đắt tiền mà mua được 1 ngày về phát hiện cạnh màn hình một bên bị nhô ra, xong mang ra thì nói chỉ là Sai số thiết kế thôi không cho đổi.",32 GB,LPDDR5X (Onboard),4800 MHz,Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,Intel Core Ultra 9 Meteor Lake - 185H,16,22,Hãng không công bố,Turbo Boost 5.1 GHz,Intel AI Boost,Hãng không công bố,"14""",2.8K (2880 x 1800) - OLED 16:10,120Hz,100% DCI-P3,Thời gian phản hồi 0.2 ms,,,Card tích hợp - Intel Arc Graphics,Công nghệ Smart AMP,,Jack tai nghe 3.5 mm,Wi-Fi 6E (802.11ax),Full HD Webcam,Đơn sắc - Màu trắng,Độ bền chuẩn quân đội MIL STD 810H,,,Dài 312.4 mm - Rộng 220.1 mm - Dày 14.9 mm - 1.2 kg,Vỏ kim loại - Nhôm,"4-cell Li-ion, 75 Wh",Windows 11 Home SL,2024,312.4,220.1,14.9,1.2
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,Thảo Tiên,1,1,"Máy nóng, pin tuột rất nhanh, dù lỗ 20% giá nhưng vẫn quyết định trả vì thấy không ổn, máy Dell nhưng lắp ráp linh kiện và xuất sứ tại TQ nên mn cân nhắc trước khi mua nha, touchpad không nhạy, khá ọp ẹp. Nói chung rất tệ, chắc không mua hàng ở đây nữa",16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,Lê thanh sang,5,1,Mẫu này khu vực mình ở có máy đã qua sử dụng không ạ,16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,nguyễn khánh linh,2,0,"máy nhanh nóng, tụt pin nhanh vừa đầy pin dùng 1 tí đã thấy nó tụt nhiều rồi cứ phải để ý để sạc, vừa sạc vừa dùng nóng quạt kêu ù ù.",16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,Nguyễn Thị Thuý,1,1,Máy mới mua được 4 tháng thì bị bong keo màn gãy bản lề. Mình đang cần dùng máy gấp thì nhân viên bảo đem ra ngoài sửa trong khi đó mình có bảo hành. Nói chung là thái độ chăm sóc khách hàng không hài lòng,16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,Nam,5,1,"Muốn lên đời shop thu mua lại k vậy shop, mua chưa đc 6 tháng",16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,Trung,2,1,Nhanh hết pin. Chắc được 3 tiếng.,16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,huệ nguyễn,1,1,"máy mới mua, mới dùng được 5,10 phút đã nóng máy, pin tụt nhanh, dùng được 1.5 chỉ một tác vụ, đã đổi máy một lần vẫn vậy, điện máy làm ăn lằng nhằng, không giải quyết được vấn đề khách hàng khiếu nại, chưa bao giờ thấy thất vọng về điên máy như vậy,",16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,Trần Trang,3,0,"Vỏ máy dễ bám vân tay, máy nhanh hết pin.",16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,Anh Trung,4,0,"Máy kiểu dáng đẹp, gọn, nhẹ, giao diện Win 11 đẹp, sang, dùng khá ok. Tuy nhiên, pin khá là nóng, dùng được 5 phút sờ vào máy là thấy nóng hổi. Mình mua và dùng được 1 tuần rồi. Nếu vừa mở youtube vừa làm việc thì pin dùng được khoảng 3.5 tiếng đến 4 tiếng.",16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,Anh Minh Tâm,3,0,Tạm ổn,16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,CÔNG TY TNHH MỘT THÀNH VIÊN PHONG MẬU,4,0,"Máy dùng khỏe. Nhẹ dễ cầm. Có 1 vài điểm k đuợc ưng lắm đó là vỏ nhựa nhám bẩn khó lau, lỗ thoát khí xả thẳng góc phải màn hình bên gây nóng màn hình.",16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,Dell,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11,"Bộ sản phẩm gồm: Sách hướng dẫn, Thùng máy, Sạc Laptop Dell ( 65W )
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",16490000,Chị Huấn,5,0,sản phẩm dùng tốt,16 GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"15.6""",Full HD (1920 x 1080),120Hz,,Chống chói Anti Glare,,,Card tích hợp - Intel Iris Xe Graphics,Realtek Audio,,Jack tai nghe 3.5 mm,Bluetooth 5.2,HD webcam,Không có đèn,,,SD,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,"3-cell, 41Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2022,358.5,235.56,18.99,1.9
